family,genus,species,taxonomic.rank,taxon,habitat,feeding.mode,tl,body.shape,fin.shape,AR,offspring.size,spawning.type,age.maturity,fecundity,length.infinity,growth.coefficient,length.max,age.max
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,56,0.12,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,43,0.11,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,16,0.20,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,43,0.11,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,43,0.11,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,16,0.20,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,16,0.20,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,16,0.20,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,16,0.20,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,48,0.20,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,48,0.20,18,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,48,0.20,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,48,0.20,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,48,0.20,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,56,0.12,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,43,0.11,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,48,0.20,23,10.0
Stichaeidae,Leptoclinus,maculatus,S,Leptoclinus maculatus,demersal,benthivorous,3.28,elongated,rounded,1.18,1.50,guarder,3.3,1000,56,0.12,23,10.0
Stichaeidae,Lumpenella,longirostris,S,Lumpenella longirostris,demersal,planktivorous,3.10,elongated,rounded,1.09,2.55,guarder,3.3,32000,43,0.11,42,8.0
Stichaeidae,Lumpenella,longirostris,S,Lumpenella longirostris,demersal,planktivorous,3.10,elongated,rounded,1.09,2.55,guarder,3.3,32000,16,0.20,42,8.0
Stichaeidae,Lumpenella,longirostris,S,Lumpenella longirostris,demersal,planktivorous,3.10,elongated,rounded,1.09,2.55,guarder,3.3,32000,43,0.11,42,8.0
Stichaeidae,Lumpenus,fabricii,S,Lumpenus fabricii,demersal,benthivorous,3.28,eel-like,rounded,1.01,2.55,guarder,3.0,700,48,0.20,37,8.5
Stichaeidae,Lumpenus,fabricii,S,Lumpenus fabricii,demersal,benthivorous,3.28,eel-like,rounded,1.01,2.55,guarder,3.0,700,48,0.20,37,8.5
Stichaeidae,Lumpenus,fabricii,S,Lumpenus fabricii,demersal,benthivorous,3.28,eel-like,rounded,1.01,2.55,guarder,3.0,700,48,0.20,37,8.5
Stichaeidae,Lumpenus,fabricii,S,Lumpenus fabricii,demersal,benthivorous,3.28,eel-like,rounded,1.01,2.55,guarder,3.0,700,48,0.20,37,8.5
Stichaeidae,Lumpenus,fabricii,S,Lumpenus fabricii,demersal,benthivorous,3.28,eel-like,rounded,1.01,2.55,guarder,3.0,700,48,0.20,37,8.5
Stichaeidae,Lumpenus,fabricii,S,Lumpenus fabricii,demersal,benthivorous,3.28,eel-like,rounded,1.01,2.55,guarder,3.0,700,48,0.20,37,8.5
Stichaeidae,Lumpenus,fabricii,S,Lumpenus fabricii,demersal,benthivorous,3.28,eel-like,rounded,1.01,2.55,guarder,3.0,700,48,0.20,37,8.5
Stichaeidae,Lumpenus,fabricii,S,Lumpenus fabricii,demersal,benthivorous,3.28,eel-like,rounded,1.01,2.55,guarder,3.0,700,48,0.20,37,8.5
Stichaeidae,Lumpenus,lampretaeformis,S,Lumpenus lampretaeformis,demersal,benthivorous,3.59,eel-like,rounded,0.44,0.80,guarder,3.0,700,48,0.20,40,9.0
Stichaeidae,Lumpenus,lampretaeformis,S,Lumpenus lampretaeformis,demersal,benthivorous,3.59,eel-like,rounded,0.44,0.80,guarder,3.0,700,48,0.20,40,9.0
Stichaeidae,Lumpenus,lampretaeformis,S,Lumpenus lampretaeformis,demersal,benthivorous,3.59,eel-like,rounded,0.44,0.80,guarder,3.0,700,48,0.20,40,9.0
Stichaeidae,Lumpenus,lampretaeformis,S,Lumpenus lampretaeformis,demersal,benthivorous,3.59,eel-like,rounded,0.44,0.80,guarder,3.0,700,48,0.20,40,9.0
Stichaeidae,Lumpenus,lampretaeformis,S,Lumpenus lampretaeformis,demersal,benthivorous,3.59,eel-like,rounded,0.44,0.80,guarder,3.0,700,48,0.20,35,9.0
Stichaeidae,Lumpenus,lampretaeformis,S,Lumpenus lampretaeformis,demersal,benthivorous,3.59,eel-like,rounded,0.44,0.80,guarder,3.0,700,48,0.20,35,9.0
Stichaeidae,Lumpenus,lampretaeformis,S,Lumpenus lampretaeformis,demersal,benthivorous,3.59,eel-like,rounded,0.44,0.80,guarder,3.0,700,48,0.20,35,9.0
Stichaeidae,Lumpenus,lampretaeformis,S,Lumpenus lampretaeformis,demersal,benthivorous,3.59,eel-like,rounded,0.44,0.80,guarder,3.0,700,48,0.20,35,9.0
Stichaeidae,Lumpenus,lampretaeformis,S,Lumpenus lampretaeformis,demersal,benthivorous,3.59,eel-like,rounded,0.44,0.80,guarder,3.0,700,48,0.20,35,9.0
Stichaeidae,Lumpenus,lampretaeformis,S,Lumpenus lampretaeformis,demersal,benthivorous,3.59,eel-like,rounded,0.44,0.80,guarder,3.0,700,48,0.20,35,9.0
Stichaeidae,Lumpenus,lampretaeformis,S,Lumpenus lampretaeformis,demersal,benthivorous,3.59,eel-like,rounded,0.44,0.80,guarder,3.0,700,48,0.20,35,9.0
Stichaeidae,Lumpenus,sagitta,S,Lumpenus sagitta,benthopelagic,planktivorous,3.29,eel-like,rounded,0.72,2.55,guarder,3.0,700,48,0.20,51,8.0
Stichaeidae,Lumpenus,sagitta,S,Lumpenus sagitta,benthopelagic,planktivorous,3.29,eel-like,rounded,0.72,2.55,guarder,3.0,700,48,0.20,51,8.0
Stichaeidae,Lumpenus,sagitta,S,Lumpenus sagitta,benthopelagic,planktivorous,3.29,eel-like,rounded,0.72,2.55,guarder,3.0,700,48,0.20,51,8.0
Stichaeidae,Lumpenus,sagitta,S,Lumpenus sagitta,benthopelagic,planktivorous,3.29,eel-like,rounded,0.72,2.55,guarder,3.0,700,48,0.20,51,8.0
Stichaeidae,Lumpenus,sagitta,S,Lumpenus sagitta,benthopelagic,planktivorous,3.29,eel-like,rounded,0.72,2.55,guarder,3.0,700,48,0.20,51,8.0
Stichaeidae,Lumpenus,sagitta,S,Lumpenus sagitta,benthopelagic,planktivorous,3.29,eel-like,rounded,0.72,2.55,guarder,3.0,700,48,0.20,51,8.0
Stichaeidae,Lumpenus,,G,Lumpenus,demersal,benthivorous,3.29,eel-like,rounded,0.72,1.70,guarder,3.0,700,48,0.20,40,8.5
Stichaeidae,Lumpenus,,G,Lumpenus,demersal,benthivorous,3.29,eel-like,rounded,0.72,1.70,guarder,3.0,700,48,0.20,40,8.5
Stichaeidae,Plectobranchus,evides,S,Plectobranchus evides,demersal,generalist,3.13,elongated,rounded,1.05,2.55,guarder,3.3,32000,43,0.11,13,10.0
Stichaeidae,Poroclinus,rothrocki,S,Poroclinus rothrocki,demersal,generalist,3.13,elongated,rounded,1.05,2.55,guarder,3.3,60882,43,0.11,25,10.0
Stichaeidae,Poroclinus,rothrocki,S,Poroclinus rothrocki,demersal,generalist,3.13,elongated,rounded,1.05,2.55,guarder,3.3,32000,43,0.11,25,10.0
Stichaeidae,Poroclinus,rothrocki,S,Poroclinus rothrocki,demersal,generalist,3.13,elongated,rounded,1.05,2.55,guarder,3.3,32000,43,0.11,25,10.0
Stichaeidae,Poroclinus,rothrocki,S,Poroclinus rothrocki,demersal,generalist,3.13,elongated,rounded,1.05,2.55,guarder,3.3,60882,56,0.12,25,10.0
Stichaeidae,Poroclinus,rothrocki,S,Poroclinus rothrocki,demersal,generalist,3.13,elongated,rounded,1.05,2.55,guarder,3.3,32000,43,0.11,25,10.0
Stichaeidae,Stichaeus,punctatus punctatus,S,Stichaeus punctatus punctatus,demersal,generalist,4.38,elongated,rounded,1.07,2.55,guarder,3.3,75323,56,0.12,33,10.0
Stichaeidae,Stichaeus,punctatus punctatus,S,Stichaeus punctatus punctatus,demersal,generalist,4.38,elongated,rounded,1.07,2.55,guarder,3.3,75323,56,0.12,33,10.0
Stichaeidae,Ulvaria,subbifurcata,S,Ulvaria subbifurcata,benthopelagic,benthivorous,4.39,elongated,rounded,1.05,2.55,guarder,3.3,32000,16,0.20,15,10.0
Stichaeidae,Ulvaria,subbifurcata,S,Ulvaria subbifurcata,benthopelagic,benthivorous,4.39,elongated,rounded,1.05,2.55,guarder,3.3,32000,16,0.20,15,10.0
Stichaeidae,Ulvaria,subbifurcata,S,Ulvaria subbifurcata,benthopelagic,benthivorous,4.39,elongated,rounded,1.05,2.55,guarder,3.3,32000,16,0.20,15,10.0
Stichaeidae,,,F,Stichaeidae,demersal,benthivorous,3.13,elongated,rounded,1.05,2.55,guarder,3.3,32000,56,0.12,8,10.0
Stichaeidae,,,F,Stichaeidae,demersal,benthivorous,3.13,elongated,rounded,1.05,2.55,guarder,3.3,32000,43,0.11,26,10.0
Stichaeidae,,,F,Stichaeidae,demersal,benthivorous,3.13,elongated,rounded,1.05,2.55,guarder,3.3,32000,43,0.11,76,10.0
Stichaeidae,,,F,Stichaeidae,demersal,benthivorous,3.13,elongated,rounded,1.05,2.55,guarder,3.3,32000,16,0.20,76,10.0
Stichaeidae,,,F,Stichaeidae,demersal,benthivorous,3.13,elongated,rounded,1.05,2.55,guarder,3.3,32000,48,0.20,8,10.0
Stichaeidae,,,F,Stichaeidae,demersal,benthivorous,3.13,elongated,rounded,1.05,2.55,guarder,3.3,32000,48,0.20,21,10.0
Stichaeidae,,,F,Stichaeidae,demersal,benthivorous,3.13,elongated,rounded,1.05,2.55,guarder,3.3,32000,56,0.12,8,10.0
Stichaeidae,,,F,Stichaeidae,demersal,benthivorous,3.13,elongated,rounded,1.05,2.55,guarder,3.3,32000,56,0.12,26,10.0
Stomiidae,Aristostomias,scintillans,S,Aristostomias scintillans,bathypelagic,planktivorous,3.50,elongated,forked,2.09,1.77,non-guarder,,45000,23,0.40,23,7.0
Stomiidae,Aristostomias,scintillans,S,Aristostomias scintillans,bathypelagic,planktivorous,3.50,elongated,forked,2.09,1.77,non-guarder,,45000,23,0.40,23,7.0
Stomiidae,Aristostomias,scintillans,S,Aristostomias scintillans,bathypelagic,planktivorous,3.50,elongated,forked,2.09,1.77,non-guarder,,45000,23,0.40,23,7.0
Stomiidae,Aristostomias,,G,Aristostomias,bathypelagic,piscivorous,4.03,elongated,forked,2.09,1.77,non-guarder,,45000,23,0.40,19,7.0
Stomiidae,Bathophilus,flemingi,S,Bathophilus flemingi,bathypelagic,benthivorous,3.50,elongated,forked,1.91,1.77,non-guarder,,45000,28,0.41,16,7.0
Stomiidae,Bathophilus,flemingi,S,Bathophilus flemingi,bathypelagic,benthivorous,3.50,elongated,forked,1.91,1.77,non-guarder,,45000,28,0.41,16,7.0
Stomiidae,Bathophilus,,G,Bathophilus,bathypelagic,piscivorous,4.08,elongated,forked,1.91,1.77,non-guarder,,45000,28,0.41,12,5.5
Stomiidae,Borostomias,antarcticus,S,Borostomias antarcticus,bathydemersal,generalist,3.60,elongated,forked,1.58,1.77,non-guarder,,45000,28,0.41,35,5.5
Stomiidae,Borostomias,panamensis,S,Borostomias panamensis,bathypelagic,planktivorous,3.10,elongated,forked,1.16,1.77,non-guarder,,45000,28,0.41,29,5.5
Stomiidae,Borostomias,panamensis,S,Borostomias panamensis,bathypelagic,planktivorous,3.10,elongated,forked,1.16,1.77,non-guarder,,45000,28,0.41,29,5.5
Stomiidae,Borostomias,,G,Borostomias,bathypelagic,generalist,3.68,elongated,forked,1.16,1.77,non-guarder,,45000,28,0.41,35,5.5
Stomiidae,Borostomias,,G,Borostomias,bathypelagic,generalist,3.68,elongated,forked,1.16,1.77,non-guarder,,45000,28,0.41,32,5.5
Stomiidae,Chauliodus,danae,S,Chauliodus danae,bathypelagic,generalist,4.01,elongated,forked,1.85,2.95,non-guarder,,45000,23,0.35,15,7.0
Stomiidae,Chauliodus,macouni,S,Chauliodus macouni,bathypelagic,generalist,4.50,elongated,forked,1.50,2.95,non-guarder,,45000,23,0.35,23,8.0
Stomiidae,Chauliodus,macouni,S,Chauliodus macouni,bathypelagic,generalist,4.50,elongated,forked,1.50,2.95,non-guarder,,45000,23,0.35,23,8.0
Stomiidae,Chauliodus,macouni,S,Chauliodus macouni,bathypelagic,generalist,4.50,elongated,forked,1.50,2.95,non-guarder,,45000,23,0.35,23,8.0
Stomiidae,Chauliodus,macouni,S,Chauliodus macouni,bathypelagic,generalist,4.50,elongated,forked,1.50,2.95,non-guarder,,45000,23,0.35,23,8.0
Stomiidae,Chauliodus,macouni,S,Chauliodus macouni,bathypelagic,generalist,4.50,elongated,forked,1.50,2.95,non-guarder,,45000,23,0.35,23,8.0
Stomiidae,Chauliodus,macouni,S,Chauliodus macouni,bathypelagic,generalist,4.50,elongated,forked,1.50,2.95,non-guarder,,45000,23,0.35,23,8.0
Stomiidae,Chauliodus,macouni,S,Chauliodus macouni,bathypelagic,generalist,4.50,elongated,forked,1.50,2.95,non-guarder,,45000,23,0.35,23,8.0
Stomiidae,Chauliodus,macouni,S,Chauliodus macouni,bathypelagic,generalist,4.50,elongated,forked,1.50,2.95,non-guarder,,45000,23,0.35,23,8.0
Stomiidae,Chauliodus,sloani,S,Chauliodus sloani,bathypelagic,generalist,4.20,elongated,forked,1.33,2.95,non-guarder,,45000,23,0.35,11,8.0
Stomiidae,Chauliodus,sloani,S,Chauliodus sloani,bathypelagic,generalist,4.20,elongated,forked,1.33,2.95,non-guarder,,45000,23,0.35,11,8.0
Stomiidae,Chauliodus,sloani,S,Chauliodus sloani,bathypelagic,generalist,4.20,elongated,forked,1.33,2.95,non-guarder,,45000,23,0.35,11,8.0
Stomiidae,Chauliodus,sloani,S,Chauliodus sloani,bathypelagic,generalist,4.20,elongated,forked,1.33,2.95,non-guarder,,45000,23,0.35,11,8.0
Stomiidae,Chauliodus,sloani,S,Chauliodus sloani,bathypelagic,generalist,4.20,elongated,forked,1.33,2.95,non-guarder,,45000,23,0.35,11,8.0
Stomiidae,Chauliodus,sloani,S,Chauliodus sloani,bathypelagic,generalist,4.20,elongated,forked,1.33,2.95,non-guarder,,45000,23,0.35,11,8.0
Stomiidae,Chauliodus,sloani,S,Chauliodus sloani,bathypelagic,generalist,4.20,elongated,forked,1.33,2.95,non-guarder,,45000,23,0.35,11,8.0
Stomiidae,Chauliodus,sloani,S,Chauliodus sloani,bathypelagic,generalist,4.20,elongated,forked,1.33,2.95,non-guarder,,45000,23,0.35,11,8.0
Stomiidae,Chauliodus,sloani,S,Chauliodus sloani,bathypelagic,generalist,4.20,elongated,forked,1.33,2.95,non-guarder,,45000,23,0.35,11,8.0
Stomiidae,Grammatostomias,dentatus,S,Grammatostomias dentatus,bathypelagic,generalist,4.30,elongated,forked,1.95,1.77,non-guarder,,45000,28,0.41,16,6.8
Stomiidae,Idiacanthus,antrostomus,S,Idiacanthus antrostomus,bathypelagic,generalist,3.83,eel-like,forked,1.95,1.77,non-guarder,,45000,38,0.50,38,6.8
Stomiidae,Idiacanthus,antrostomus,S,Idiacanthus antrostomus,bathypelagic,generalist,3.83,eel-like,forked,1.95,1.77,non-guarder,,45000,38,0.50,38,6.8
Stomiidae,Idiacanthus,antrostomus,S,Idiacanthus antrostomus,bathypelagic,generalist,3.83,eel-like,forked,1.95,1.77,non-guarder,,45000,38,0.50,38,6.8
Stomiidae,Malacosteus,niger,S,Malacosteus niger,bathypelagic,generalist,3.72,elongated,forked,5.48,1.77,non-guarder,,45000,28,0.41,26,6.8
Stomiidae,Melanostomias,bartonbeani,S,Melanostomias bartonbeani,bathypelagic,piscivorous,4.50,elongated,forked,2.66,1.77,non-guarder,,45000,28,0.41,26,6.8
Stomiidae,Melanostomias,,G,Melanostomias,bathypelagic,piscivorous,4.26,elongated,forked,1.82,1.77,non-guarder,,45000,28,0.41,24,6.8
Stomiidae,Melanostomias,,G,Melanostomias,bathypelagic,piscivorous,4.26,elongated,forked,1.82,1.77,non-guarder,,45000,28,0.41,24,6.8
Stomiidae,Photonectes,margarita,S,Photonectes margarita,bathypelagic,generalist,4.03,elongated,forked,2.27,1.77,non-guarder,,45000,28,0.41,40,6.8
Stomiidae,Photostomias,guernei,S,Photostomias guernei,bathypelagic,generalist,3.49,elongated,forked,1.89,1.77,non-guarder,,45000,28,0.41,16,6.8
Stomiidae,Stomias,atriventer,S,Stomias atriventer,bathypelagic,generalist,3.98,elongated,forked,1.42,0.90,non-guarder,,45000,26,0.50,25,6.8
Stomiidae,Stomias,atriventer,S,Stomias atriventer,bathypelagic,generalist,3.98,elongated,forked,1.42,0.90,non-guarder,,45000,26,0.50,25,6.8
Stomiidae,Stomias,atriventer,S,Stomias atriventer,bathypelagic,generalist,3.98,elongated,forked,1.42,0.90,non-guarder,,45000,26,0.50,25,6.8
Stomiidae,Stomias,boa boa,S,Stomias boa boa,bathypelagic,piscivorous,3.95,elongated,forked,1.42,0.90,non-guarder,,45000,26,0.50,32,6.8
Stomiidae,Stomias,boa boa,S,Stomias boa boa,bathypelagic,piscivorous,3.95,elongated,forked,1.42,0.90,non-guarder,,45000,26,0.50,32,6.8
Stomiidae,Stomias,boa boa,S,Stomias boa boa,bathypelagic,piscivorous,3.95,elongated,forked,1.42,0.90,non-guarder,,45000,26,0.50,32,6.8
Stomiidae,Stomias,boa boa,S,Stomias boa boa,bathypelagic,piscivorous,3.95,elongated,forked,1.42,0.90,non-guarder,,45000,26,0.50,32,6.8
Stomiidae,Stomias,boa boa,S,Stomias boa boa,bathypelagic,piscivorous,3.95,elongated,forked,1.42,0.90,non-guarder,,45000,26,0.50,32,6.8
Stomiidae,Stomias,boa boa,S,Stomias boa boa,bathypelagic,piscivorous,3.95,elongated,forked,1.42,0.90,non-guarder,,45000,26,0.50,32,6.8
Stomiidae,Stomias,boa boa,S,Stomias boa boa,bathypelagic,piscivorous,3.95,elongated,forked,1.42,0.90,non-guarder,,45000,26,0.50,32,6.8
Stomiidae,Stomias,boa ferox,S,Stomias boa ferox,bathypelagic,piscivorous,3.62,elongated,forked,1.42,0.90,non-guarder,,45000,26,0.50,30,6.8
Stomiidae,Tactostoma,macropus,S,Tactostoma macropus,bathypelagic,piscivorous,4.20,eel-like,forked,2.28,1.46,non-guarder,,45000,28,0.41,38,6.8
Stomiidae,Tactostoma,macropus,S,Tactostoma macropus,bathypelagic,piscivorous,4.20,eel-like,forked,2.28,1.46,non-guarder,,45000,28,0.41,38,6.8
Stomiidae,Tactostoma,macropus,S,Tactostoma macropus,bathypelagic,piscivorous,4.20,eel-like,forked,2.28,1.46,non-guarder,,45000,28,0.41,38,6.8
Stomiidae,Tactostoma,macropus,S,Tactostoma macropus,bathypelagic,piscivorous,4.20,eel-like,forked,2.28,1.46,non-guarder,,45000,28,0.41,38,6.8
Stomiidae,Tactostoma,macropus,S,Tactostoma macropus,bathypelagic,piscivorous,4.20,eel-like,forked,2.28,1.46,non-guarder,,45000,28,0.41,38,6.8
Stomiidae,,,F,Stomiidae,bathypelagic,generalist,4.30,elongated,forked,1.95,1.77,non-guarder,,45000,28,0.41,27,6.8
Stomiidae,,,F,Stomiidae,bathypelagic,generalist,4.30,elongated,forked,1.95,1.77,non-guarder,,45000,28,0.41,24,6.8
Stomiidae,,,F,Stomiidae,bathypelagic,generalist,4.30,elongated,forked,1.95,1.77,non-guarder,,45000,28,0.41,30,6.8
Stomiidae,,,F,Stomiidae,bathypelagic,generalist,4.30,elongated,forked,1.95,1.77,non-guarder,,45000,28,0.41,30,6.8
Stomiidae,,,F,Stomiidae,bathypelagic,generalist,4.30,elongated,forked,1.95,1.77,non-guarder,,45000,28,0.41,30,6.8
Stomiidae,,,F,Stomiidae,bathypelagic,generalist,4.30,elongated,forked,1.95,1.77,non-guarder,,45000,28,0.41,30,6.8
Stomiidae,,,F,Stomiidae,bathypelagic,generalist,4.30,elongated,forked,1.95,1.77,non-guarder,,45000,28,0.41,24,6.8
Stomiidae,,,F,Stomiidae,bathypelagic,generalist,4.30,elongated,forked,1.95,1.77,non-guarder,,45000,28,0.41,20,6.8
Stomiidae,,,F,Stomiidae,bathypelagic,generalist,4.30,elongated,forked,1.95,1.77,non-guarder,,45000,28,0.41,24,6.8
Stomiidae,,,F,Stomiidae,bathypelagic,generalist,4.30,elongated,forked,1.95,1.77,non-guarder,,45000,28,0.41,24,6.8
Stromateidae,Peprilus,burti,S,Peprilus burti,benthopelagic,planktivorous,4.00,compressiform,forked,2.35,0.77,non-guarder,0.9,,20,2.30,19,2.0
Stromateidae,Peprilus,paru,S,Peprilus paru,benthopelagic,generalist,4.50,compressiform,forked,2.40,0.77,non-guarder,0.9,,20,2.30,28,2.0
Stromateidae,Peprilus,paru,S,Peprilus paru,benthopelagic,generalist,4.50,compressiform,forked,2.40,0.77,non-guarder,0.9,,20,2.30,28,2.0
Stromateidae,Peprilus,paru,S,Peprilus paru,benthopelagic,generalist,4.50,compressiform,forked,2.40,0.77,non-guarder,0.9,,20,2.30,28,2.0
Stromateidae,Peprilus,paru,S,Peprilus paru,benthopelagic,generalist,4.50,compressiform,forked,2.40,0.77,non-guarder,0.9,,20,2.30,28,2.0
Stromateidae,Peprilus,simillimus,S,Peprilus simillimus,benthopelagic,generalist,4.21,compressiform,forked,2.02,0.77,non-guarder,0.9,,20,2.30,28,2.0
Stromateidae,Peprilus,simillimus,S,Peprilus simillimus,benthopelagic,generalist,4.21,compressiform,forked,2.02,0.77,non-guarder,0.9,,20,2.30,28,2.0
Stromateidae,Peprilus,simillimus,S,Peprilus simillimus,benthopelagic,generalist,4.21,compressiform,forked,2.02,0.77,non-guarder,0.9,,20,2.30,28,2.0
Stromateidae,Peprilus,triacanthus,S,Peprilus triacanthus,benthopelagic,generalist,3.91,compressiform,forked,2.83,0.77,non-guarder,0.9,,20,2.30,31,2.0
Stromateidae,Peprilus,triacanthus,S,Peprilus triacanthus,benthopelagic,generalist,3.91,compressiform,forked,2.83,0.77,non-guarder,0.9,,20,2.30,31,2.0
Stromateidae,Peprilus,triacanthus,S,Peprilus triacanthus,benthopelagic,generalist,3.91,compressiform,forked,2.83,0.77,non-guarder,0.9,,20,2.30,31,2.0
Stromateidae,Peprilus,triacanthus,S,Peprilus triacanthus,benthopelagic,generalist,3.91,compressiform,forked,2.83,0.77,non-guarder,0.9,,20,2.30,31,2.0
Stromateidae,Peprilus,triacanthus,S,Peprilus triacanthus,benthopelagic,generalist,3.91,compressiform,forked,2.83,0.77,non-guarder,0.9,,20,2.30,31,2.0
Stromateidae,Peprilus,triacanthus,S,Peprilus triacanthus,benthopelagic,generalist,3.91,compressiform,forked,2.83,0.77,non-guarder,0.9,,20,2.30,31,2.0
Stromateidae,Peprilus,,G,Peprilus,benthopelagic,generalist,4.21,compressiform,forked,2.35,0.77,non-guarder,0.9,,20,2.30,19,2.0
Stromateidae,,,F,Stromateidae,benthopelagic,generalist,3.90,compressiform,forked,2.15,0.77,non-guarder,0.9,,33,0.62,19,2.0
Stromateidae,,,F,Stromateidae,benthopelagic,generalist,3.90,compressiform,forked,2.15,0.77,non-guarder,0.9,,20,2.30,19,2.0
Stromateidae,,,F,Stromateidae,benthopelagic,generalist,3.90,compressiform,forked,2.15,0.77,non-guarder,0.9,,33,0.62,19,2.0
Synaphobranchidae,Diastobranchus,,G,Diastobranchus,non-pelagic,generalist,4.09,eel-like,pointed,,1.00,non-guarder,,694500,,,180,
Synaphobranchidae,Dysomma,anguillare,S,Dysomma anguillare,demersal,generalist,4.09,eel-like,pointed,,1.00,non-guarder,,694500,,,58,
Synaphobranchidae,Ilyophis,brunneus,S,Ilyophis brunneus,bathypelagic,benthivorous,3.23,eel-like,pointed,,1.00,non-guarder,,694500,,,58,
Synaphobranchidae,Ilyophis,brunneus,S,Ilyophis brunneus,bathypelagic,benthivorous,3.23,eel-like,pointed,,1.00,non-guarder,,694500,,,58,
Synaphobranchidae,Ilyophis,,G,Ilyophis,bathypelagic,benthivorous,3.23,eel-like,pointed,,1.00,non-guarder,,694500,,,54,
Synaphobranchidae,Simenchelys,parasitica,S,Simenchelys parasitica,bathydemersal,generalist,3.68,eel-like,pointed,,1.00,non-guarder,,694500,137,0.52,46,
Synaphobranchidae,Simenchelys,parasitica,S,Simenchelys parasitica,bathydemersal,generalist,3.68,eel-like,pointed,,1.00,non-guarder,,694500,137,0.52,46,
Synaphobranchidae,Synaphobranchus,kaupii,S,Synaphobranchus kaupii,bathydemersal,generalist,4.09,eel-like,pointed,,1.00,non-guarder,,120000,137,0.52,54,
Synaphobranchidae,Synaphobranchus,kaupii,S,Synaphobranchus kaupii,bathydemersal,generalist,4.09,eel-like,pointed,,1.00,non-guarder,,120000,137,0.52,54,
Synaphobranchidae,Synaphobranchus,kaupii,S,Synaphobranchus kaupii,bathydemersal,generalist,4.09,eel-like,pointed,,1.00,non-guarder,,120000,137,0.52,54,
Synaphobranchidae,Synaphobranchus,kaupii,S,Synaphobranchus kaupii,bathydemersal,generalist,4.09,eel-like,pointed,,1.00,non-guarder,,120000,137,0.52,54,
Synaphobranchidae,Synaphobranchus,kaupii,S,Synaphobranchus kaupii,bathydemersal,generalist,4.09,eel-like,pointed,,1.00,non-guarder,,120000,137,0.52,54,
Synaphobranchidae,Synaphobranchus,kaupii,S,Synaphobranchus kaupii,bathydemersal,generalist,4.09,eel-like,pointed,,1.00,non-guarder,,120000,137,0.52,54,
Synaphobranchidae,Synaphobranchus,kaupii,S,Synaphobranchus kaupii,bathydemersal,generalist,4.09,eel-like,pointed,,1.00,non-guarder,,120000,137,0.52,54,
Synaphobranchidae,,,F,Synaphobranchidae,non-pelagic,generalist,4.09,eel-like,pointed,,1.00,non-guarder,,694500,,,74,
Synaphobranchidae,,,F,Synaphobranchidae,non-pelagic,generalist,4.09,eel-like,pointed,,1.00,non-guarder,,694500,,,74,
